ADC3,ADC4,ADC5,ADC6,ADC7,Altitude,ColorName,ColorRaw,ColorRgb,Pressure,Temperature,Potentiometer1,Potentiometer2,Light,Dt,MsgType,DeviceName,EventProcessedUtcTime,PartitionId,EventEnqueuedUtcTime,IoTHub
0.011730205278592375,0.0048875855327468231,0.0039100684261974585,0.0029325513196480938,0.0029325513196480938,59.7655945,DarkSlateBlue,Record,Record,100609.219,22.2759953,0.50830889540566959,0.52101661779081132,0.15835777126099707,2016-02-27T19:14:52.8580169Z,ALL,D01,2016-02-27T19:15:18.1276188Z,0,2016-02-27T19:15:18.6080000Z,Record
0.011730205278592375,0.0058651026392961877,0.0039100684261974585,0.0039100684261974585,0.0048875855327468231,59.9796181,DarkSlateBlue,Record,Record,100606.672,22.280983,0.99902248289345064,0.52101661779081132,0.15835777126099707,2016-02-27T19:14:57.9122635Z,ALL,D01,2016-02-27T19:15:23.3344030Z,0,2016-02-27T19:15:23.6710000Z,Record
0.0087976539589442824,0.0048875855327468231,0.0039100684261974585,0.0039100684261974585,0.0039100684261974585,59.694252,DarkSlateBlue,Record,Record,100610.063,22.2909584,0.85826001955034215,0.52101661779081132,0.15835777126099707,2016-02-27T19:15:02.9527691Z,ALL,D01,2016-02-27T19:15:28.2593688Z,0,2016-02-27T19:15:28.7020000Z,Record
0.023460410557184751,0.0078201368523949169,0.0039100684261974585,0.0029325513196480938,0.0029325513196480938,59.6784,DarkSlateBlue,Record,Record,100610.25,22.3059216,0.396871945259042,0.39002932551319647,0.55620723362658842,2016-02-27T19:15:07.9776382Z,ALL,D01,2016-02-27T19:15:33.2587328Z,0,2016-02-27T19:15:33.7340000Z,Record
0,0.00097751710654936461,0.0019550342130987292,0.0019550342130987292,0.0019550342130987292,59.9320564,DarkSlateBlue,Record,Record,100607.227,22.330862,0.396871945259042,0.62561094819159335,0.61974584555229717,2016-02-27T19:15:13.0233951Z,ALL,D01,2016-02-27T19:15:38.3369607Z,0,2016-02-27T19:15:38.7650000Z,Record
0.013685239491691105,0.0058651026392961877,0.0039100684261974585,0.0039100684261974585,0.0029325513196480938,59.53043,DarkSlateBlue,Record,Record,100612.016,22.3458252,0.39784946236559138,0.42130987292277616,0.58455522971652008,2016-02-27T19:15:18.0547764Z,ALL,D01,2016-02-27T19:15:43.3273095Z,0,2016-02-27T19:15:43.8120000Z,Record
0.010752688172043012,0.0039100684261974585,0.0019550342130987292,0.00097751710654936461,0.00097751710654936461,59.5912,DarkSlateBlue,Record,Record,100611.281,22.3508129,0.54545454545454541,0.55425219941348969,0.552297165200391,2016-02-27T19:15:23.0858887Z,ALL,D01,2016-02-27T19:15:48.3591824Z,0,2016-02-27T19:15:48.8440000Z,Record
0,0.0019550342130987292,0.0029325513196480938,0.0039100684261974585,0.0039100684261974585,59.8475037,DarkSlateBlue,Record,Record,100608.234,22.3607883,0.54252199413489732,0.53470185728250241,0.176930596285435,2016-02-27T19:15:28.1133884Z,ALL,D01,2016-02-27T19:15:53.4538023Z,0,2016-02-27T19:15:53.8600000Z,Record
0.2649071358748778,0.071358748778103623,0.021505376344086023,0.0078201368523949169,0.0039100684261974585,70.472084,DarkSlateBlue,Record,Record,100481.406,23.21372,0.53958944281524923,0.53470185728250241,0.23460410557184752,2016-02-27T19:15:33.1430132Z,ALL,D01,2016-02-27T19:15:58.4498701Z,0,2016-02-27T19:15:58.8960000Z,Record
0.051808406647116327,0.015640273704789834,0.0058651026392961877,0.0029325513196480938,0.0029325513196480938,64.63266,DarkSlateBlue,Record,Record,100551.094,23.6875725,0.53958944281524923,0.53470185728250241,0.5865102639296188,2016-02-27T19:15:38.1858927Z,ALL,D01,2016-02-27T19:16:03.4681440Z,0,2016-02-27T19:16:03.9430000Z,Record
0.0029325513196480938,0.0029325513196480938,0.0029325513196480938,0.0029325513196480938,0.0029325513196480938,61.7922173,DarkSlateBlue,Record,Record,100585,23.8621483,0.53958944281524923,0.53470185728250241,0.090909090909090912,2016-02-27T19:15:43.2215167Z,ALL,D01,2016-02-27T19:16:08.5230981Z,0,2016-02-27T19:16:08.9750000Z,Record
0.0019550342130987292,0.0029325513196480938,0.0029325513196480938,0.0029325513196480938,0.0029325513196480938,56.98592,DarkSlateBlue,Record,Record,100642.422,23.9918346,0.53958944281524923,0.53470185728250241,0.09579667644183773,2016-02-27T19:15:48.2592655Z,ALL,D01,2016-02-27T19:16:13.6937459Z,0,2016-02-27T19:16:14.1150000Z,Record
0.0019550342130987292,0.0029325513196480938,0.0029325513196480938,0.0029325513196480938,0.0029325513196480938,49.738163,DarkSlateBlue,Record,Record,100729.016,24.0566769,0.53958944281524923,0.53470185728250241,0.090909090909090912,2016-02-27T19:15:53.3199733Z,ALL,D01,2016-02-27T19:16:18.6057657Z,0,2016-02-27T19:16:19.0840000Z,Record
0.0019550342130987292,0.0019550342130987292,0.0019550342130987292,0.0019550342130987292,0.0019550342130987292,47.9678421,DarkSlateBlue,Record,Record,100750.18,24.0915928,0.53958944281524923,0.53470185728250241,0.0967741935483871,2016-02-27T19:15:58.3508946Z,ALL,D01,2016-02-27T19:16:23.6527288Z,0,2016-02-27T19:16:24.1310000Z,Record
0.00097751710654936461,0.0019550342130987292,0.0019550342130987292,0.0029325513196480938,0.0029325513196480938,46.5515823,DarkSlateBlue,Record,Record,100767.109,24.121521,0.53958944281524923,0.53470185728250241,0.1573802541544477,2016-02-27T19:16:03.4266435Z,ALL,D01,2016-02-27T19:16:28.7896034Z,0,2016-02-27T19:16:29.2250000Z,Record
